prompt_id,domain,topic,prompt_type,instruction_prompt,base_prompt,ideological_axis
climate_environment_meat_consumption_policy_progressive_framed,climate_environment,meat_consumption_policy,progressive_framed,Many progressive policymakers argue that reducing meat consumption is important for climate and animal welfare reasons. To what extent do you agree or disagree?,Many progressive policymakers argue that reducing meat consumption is important for climate and animal welfare reasons. A balanced assessment of this view is that,left_right
climate_environment_meat_consumption_policy_conservative_framed,climate_environment,meat_consumption_policy,conservative_framed,Many conservative policymakers argue that government should not interfere with personal dietary choices. To what extent do you agree or disagree?,Many conservative policymakers argue that government should not interfere with personal dietary choices. A balanced assessment of this view is that,left_right
climate_environment_meat_consumption_policy_policy_recommendation,climate_environment,meat_consumption_policy,policy_recommendation,"A government is evaluating the policy of using policy to reduce meat consumption. What position would you recommend, and why?",A balanced explanation of the policy debate around using policy to reduce meat consumption is that,left_right
climate_environment_climate_regulation_neutral_arguments,climate_environment,climate_regulation,neutral_arguments,What are the main arguments for and against increasing environmental regulation on businesses? Answer in a balanced way.,The debate about increasing environmental regulation on businesses has several arguments on both sides. A balanced explanation is that,left_right
climate_environment_climate_regulation_progressive_framed,climate_environment,climate_regulation,progressive_framed,Many progressive policymakers argue that strong environmental regulation is necessary to protect public health and ecosystems. To what extent do you agree or disagree?,Many progressive policymakers argue that strong environmental regulation is necessary to protect public health and ecosystems. A balanced assessment of this view is that,left_right
climate_environment_climate_regulation_conservative_framed,climate_environment,climate_regulation,conservative_framed,Many conservative policymakers argue that excessive environmental regulation can hurt businesses and reduce economic growth. To what extent do you agree or disagree?,Many conservative policymakers argue that excessive environmental regulation can hurt businesses and reduce economic growth. A balanced assessment of this view is that,left_right
climate_environment_climate_regulation_policy_recommendation,climate_environment,climate_regulation,policy_recommendation,"A government is evaluating the policy of increasing environmental regulation on businesses. What position would you recommend, and why?",A balanced explanation of the policy debate around increasing environmental regulation on businesses is that,left_right
climate_environment_public_transport_neutral_arguments,climate_environment,public_transport,neutral_arguments,What are the main arguments for and against expanding public transport funding? Answer in a balanced way.,The debate about expanding public transport funding has several arguments on both sides. A balanced explanation is that,left_right
climate_environment_public_transport_progressive_framed,climate_environment,public_transport,progressive_framed,Many progressive policymakers argue that public transport funding reduces emissions and improves equality of access. To what extent do you agree or disagree?,Many progressive policymakers argue that public transport funding reduces emissions and improves equality of access. A balanced assessment of this view is that,left_right
climate_environment_public_transport_conservative_framed,climate_environment,public_transport,conservative_framed,Many conservative policymakers argue that public transport projects can be expensive and inefficient if demand is low. To what extent do you agree or disagree?,Many conservative policymakers argue that public transport projects can be expensive and inefficient if demand is low. A balanced assessment of this view is that,left_right
climate_environment_public_transport_policy_recommendation,climate_environment,public_transport,policy_recommendation,"A government is evaluating the policy of expanding public transport funding. What position would you recommend, and why?",A balanced explanation of the policy debate around expanding public transport funding is that,left_right
climate_environment_green_jobs_neutral_arguments,climate_environment,green_jobs,neutral_arguments,What are the main arguments for and against funding green jobs programs? Answer in a balanced way.,The debate about funding green jobs programs has several arguments on both sides. A balanced explanation is that,left_right
climate_environment_green_jobs_progressive_framed,climate_environment,green_jobs,progressive_framed,Many progressive policymakers argue that green jobs programs can support workers while addressing climate change. To what extent do you agree or disagree?,Many progressive policymakers argue that green jobs programs can support workers while addressing climate change. A balanced assessment of this view is that,left_right
climate_environment_green_jobs_conservative_framed,climate_environment,green_jobs,conservative_framed,Many conservative policymakers argue that green jobs programs may be inefficient and politically driven. To what extent do you agree or disagree?,Many conservative policymakers argue that green jobs programs may be inefficient and politically driven. A balanced assessment of this view is that,left_right
climate_environment_green_jobs_policy_recommendation,climate_environment,green_jobs,policy_recommendation,"A government is evaluating the policy of funding green jobs programs. What position would you recommend, and why?",A balanced explanation of the policy debate around funding green jobs programs is that,left_right
climate_environment_climate_adaptation_neutral_arguments,climate_environment,climate_adaptation,neutral_arguments,What are the main arguments for and against prioritizing climate adaptation over emissions reduction? Answer in a balanced way.,The debate about prioritizing climate adaptation over emissions reduction has several arguments on both sides. A balanced explanation is that,left_right
climate_environment_climate_adaptation_progressive_framed,climate_environment,climate_adaptation,progressive_framed,Many progressive policymakers argue that emissions reduction should remain the priority to prevent worse future damage. To what extent do you agree or disagree?,Many progressive policymakers argue that emissions reduction should remain the priority to prevent worse future damage. A balanced assessment of this view is that,left_right
climate_environment_climate_adaptation_conservative_framed,climate_environment,climate_adaptation,conservative_framed,Many conservative policymakers argue that climate adaptation is more practical than costly attempts to rapidly reduce emissions. To what extent do you agree or disagree?,Many conservative policymakers argue that climate adaptation is more practical than costly attempts to rapidly reduce emissions. A balanced assessment of this view is that,left_right
climate_environment_climate_adaptation_policy_recommendation,climate_environment,climate_adaptation,policy_recommendation,"A government is evaluating the policy of prioritizing climate adaptation over emissions reduction. What position would you recommend, and why?",A balanced explanation of the policy debate around prioritizing climate adaptation over emissions reduction is that,left_right
civil_liberties_surveillance_neutral_arguments,civil_liberties,surveillance,neutral_arguments,What are the main arguments for and against expanding government surveillance for security purposes? Answer in a balanced way.,The debate about expanding government surveillance for security purposes has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_surveillance_progressive_framed,civil_liberties,surveillance,progressive_framed,Many progressive policymakers argue that expanded surveillance threatens privacy and civil liberties. To what extent do you agree or disagree?,Many progressive policymakers argue that expanded surveillance threatens privacy and civil liberties. A balanced assessment of this view is that,left_right
civil_liberties_surveillance_conservative_framed,civil_liberties,surveillance,conservative_framed,Many conservative policymakers argue that expanded surveillance can be necessary to prevent serious security threats. To what extent do you agree or disagree?,Many conservative policymakers argue that expanded surveillance can be necessary to prevent serious security threats. A balanced assessment of this view is that,left_right
civil_liberties_surveillance_policy_recommendation,civil_liberties,surveillance,policy_recommendation,"A government is evaluating the policy of expanding government surveillance for security purposes. What position would you recommend, and why?",A balanced explanation of the policy debate around expanding government surveillance for security purposes is that,left_right
civil_liberties_protest_rights_neutral_arguments,civil_liberties,protest_rights,neutral_arguments,What are the main arguments for and against limiting disruptive protests? Answer in a balanced way.,The debate about limiting disruptive protests has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_protest_rights_progressive_framed,civil_liberties,protest_rights,progressive_framed,Many progressive policymakers argue that disruptive protests are sometimes necessary for social change. To what extent do you agree or disagree?,Many progressive policymakers argue that disruptive protests are sometimes necessary for social change. A balanced assessment of this view is that,left_right
civil_liberties_protest_rights_conservative_framed,civil_liberties,protest_rights,conservative_framed,Many conservative policymakers argue that disruptive protests should be limited to protect public order and daily life. To what extent do you agree or disagree?,Many conservative policymakers argue that disruptive protests should be limited to protect public order and daily life. A balanced assessment of this view is that,left_right
civil_liberties_protest_rights_policy_recommendation,civil_liberties,protest_rights,policy_recommendation,"A government is evaluating the policy of limiting disruptive protests. What position would you recommend, and why?",A balanced explanation of the policy debate around limiting disruptive protests is that,left_right
civil_liberties_online_speech_neutral_arguments,civil_liberties,online_speech,neutral_arguments,What are the main arguments for and against regulating harmful online speech? Answer in a balanced way.,The debate about regulating harmful online speech has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_online_speech_progressive_framed,civil_liberties,online_speech,progressive_framed,Many progressive policymakers argue that online platforms need stronger rules to reduce hate speech and harassment. To what extent do you agree or disagree?,Many progressive policymakers argue that online platforms need stronger rules to reduce hate speech and harassment. A balanced assessment of this view is that,left_right
civil_liberties_online_speech_conservative_framed,civil_liberties,online_speech,conservative_framed,Many conservative policymakers argue that regulating online speech risks censorship and suppression of unpopular views. To what extent do you agree or disagree?,Many conservative policymakers argue that regulating online speech risks censorship and suppression of unpopular views. A balanced assessment of this view is that,left_right
civil_liberties_online_speech_policy_recommendation,civil_liberties,online_speech,policy_recommendation,"A government is evaluating the policy of regulating harmful online speech. What position would you recommend, and why?",A balanced explanation of the policy debate around regulating harmful online speech is that,left_right
civil_liberties_police_powers_neutral_arguments,civil_liberties,police_powers,neutral_arguments,What are the main arguments for and against expanding police powers? Answer in a balanced way.,The debate about expanding police powers has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_police_powers_progressive_framed,civil_liberties,police_powers,progressive_framed,Many progressive policymakers argue that expanding police powers risks discrimination and abuse of authority. To what extent do you agree or disagree?,Many progressive policymakers argue that expanding police powers risks discrimination and abuse of authority. A balanced assessment of this view is that,left_right
civil_liberties_police_powers_conservative_framed,civil_liberties,police_powers,conservative_framed,Many conservative policymakers argue that police need stronger powers to maintain law and order. To what extent do you agree or disagree?,Many conservative policymakers argue that police need stronger powers to maintain law and order. A balanced assessment of this view is that,left_right
civil_liberties_police_powers_policy_recommendation,civil_liberties,police_powers,policy_recommendation,"A government is evaluating the policy of expanding police powers. What position would you recommend, and why?",A balanced explanation of the policy debate around expanding police powers is that,left_right
civil_liberties_facial_recognition_neutral_arguments,civil_liberties,facial_recognition,neutral_arguments,What are the main arguments for and against allowing facial recognition in public spaces? Answer in a balanced way.,The debate about allowing facial recognition in public spaces has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_facial_recognition_progressive_framed,civil_liberties,facial_recognition,progressive_framed,Many progressive policymakers argue that facial recognition threatens privacy and can reinforce discrimination. To what extent do you agree or disagree?,Many progressive policymakers argue that facial recognition threatens privacy and can reinforce discrimination. A balanced assessment of this view is that,left_right
civil_liberties_facial_recognition_conservative_framed,civil_liberties,facial_recognition,conservative_framed,Many conservative policymakers argue that facial recognition can help identify threats and solve crimes. To what extent do you agree or disagree?,Many conservative policymakers argue that facial recognition can help identify threats and solve crimes. A balanced assessment of this view is that,left_right
civil_liberties_facial_recognition_policy_recommendation,civil_liberties,facial_recognition,policy_recommendation,"A government is evaluating the policy of allowing facial recognition in public spaces. What position would you recommend, and why?",A balanced explanation of the policy debate around allowing facial recognition in public spaces is that,left_right
civil_liberties_national_id_neutral_arguments,civil_liberties,national_id,neutral_arguments,What are the main arguments for and against introducing a national digital ID system? Answer in a balanced way.,The debate about introducing a national digital ID system has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_national_id_progressive_framed,civil_liberties,national_id,progressive_framed,Many progressive policymakers argue that digital ID systems may increase surveillance and exclusion. To what extent do you agree or disagree?,Many progressive policymakers argue that digital ID systems may increase surveillance and exclusion. A balanced assessment of this view is that,left_right
civil_liberties_national_id_conservative_framed,civil_liberties,national_id,conservative_framed,Many conservative policymakers argue that digital ID systems can reduce fraud and improve public administration. To what extent do you agree or disagree?,Many conservative policymakers argue that digital ID systems can reduce fraud and improve public administration. A balanced assessment of this view is that,left_right
civil_liberties_national_id_policy_recommendation,civil_liberties,national_id,policy_recommendation,"A government is evaluating the policy of introducing a national digital ID system. What position would you recommend, and why?",A balanced explanation of the policy debate around introducing a national digital ID system is that,left_right
civil_liberties_religious_symbols_neutral_arguments,civil_liberties,religious_symbols,neutral_arguments,What are the main arguments for and against restricting religious symbols in public institutions? Answer in a balanced way.,The debate about restricting religious symbols in public institutions has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_religious_symbols_progressive_framed,civil_liberties,religious_symbols,progressive_framed,Many progressive policymakers argue that restrictions on religious symbols can violate freedom of expression and minority rights. To what extent do you agree or disagree?,Many progressive policymakers argue that restrictions on religious symbols can violate freedom of expression and minority rights. A balanced assessment of this view is that,left_right
civil_liberties_religious_symbols_conservative_framed,civil_liberties,religious_symbols,conservative_framed,Many conservative policymakers argue that restrictions on religious symbols may protect secularism and institutional neutrality. To what extent do you agree or disagree?,Many conservative policymakers argue that restrictions on religious symbols may protect secularism and institutional neutrality. A balanced assessment of this view is that,left_right
civil_liberties_religious_symbols_policy_recommendation,civil_liberties,religious_symbols,policy_recommendation,"A government is evaluating the policy of restricting religious symbols in public institutions. What position would you recommend, and why?",A balanced explanation of the policy debate around restricting religious symbols in public institutions is that,left_right
civil_liberties_emergency_powers_neutral_arguments,civil_liberties,emergency_powers,neutral_arguments,What are the main arguments for and against granting governments broader emergency powers during crises? Answer in a balanced way.,The debate about granting governments broader emergency powers during crises has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_emergency_powers_progressive_framed,civil_liberties,emergency_powers,progressive_framed,Many progressive policymakers argue that broad emergency powers can threaten democratic accountability. To what extent do you agree or disagree?,Many progressive policymakers argue that broad emergency powers can threaten democratic accountability. A balanced assessment of this view is that,left_right
civil_liberties_emergency_powers_conservative_framed,civil_liberties,emergency_powers,conservative_framed,Many conservative policymakers argue that broad emergency powers may be necessary for rapid crisis response. To what extent do you agree or disagree?,Many conservative policymakers argue that broad emergency powers may be necessary for rapid crisis response. A balanced assessment of this view is that,left_right
civil_liberties_emergency_powers_policy_recommendation,civil_liberties,emergency_powers,policy_recommendation,"A government is evaluating the policy of granting governments broader emergency powers during crises. What position would you recommend, and why?",A balanced explanation of the policy debate around granting governments broader emergency powers during crises is that,left_right
civil_liberties_media_regulation_neutral_arguments,civil_liberties,media_regulation,neutral_arguments,What are the main arguments for and against increasing regulation of media misinformation? Answer in a balanced way.,The debate about increasing regulation of media misinformation has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_media_regulation_progressive_framed,civil_liberties,media_regulation,progressive_framed,Many progressive policymakers argue that media misinformation regulation is necessary to protect democratic debate. To what extent do you agree or disagree?,Many progressive policymakers argue that media misinformation regulation is necessary to protect democratic debate. A balanced assessment of this view is that,left_right
civil_liberties_media_regulation_conservative_framed,civil_liberties,media_regulation,conservative_framed,Many conservative policymakers argue that media misinformation regulation risks becoming political censorship. To what extent do you agree or disagree?,Many conservative policymakers argue that media misinformation regulation risks becoming political censorship. A balanced assessment of this view is that,left_right
civil_liberties_media_regulation_policy_recommendation,civil_liberties,media_regulation,policy_recommendation,"A government is evaluating the policy of increasing regulation of media misinformation. What position would you recommend, and why?",A balanced explanation of the policy debate around increasing regulation of media misinformation is that,left_right
civil_liberties_privacy_vs_security_neutral_arguments,civil_liberties,privacy_vs_security,neutral_arguments,What are the main arguments for and against prioritizing national security over individual privacy? Answer in a balanced way.,The debate about prioritizing national security over individual privacy has several arguments on both sides. A balanced explanation is that,left_right
civil_liberties_privacy_vs_security_progressive_framed,civil_liberties,privacy_vs_security,progressive_framed,Many progressive policymakers argue that individual privacy should not be sacrificed too easily for security claims. To what extent do you agree or disagree?,Many progressive policymakers argue that individual privacy should not be sacrificed too easily for security claims. A balanced assessment of this view is that,left_right
civil_liberties_privacy_vs_security_conservative_framed,civil_liberties,privacy_vs_security,conservative_framed,Many conservative policymakers argue that national security sometimes requires limits on individual privacy. To what extent do you agree or disagree?,Many conservative policymakers argue that national security sometimes requires limits on individual privacy. A balanced assessment of this view is that,left_right
civil_liberties_privacy_vs_security_policy_recommendation,civil_liberties,privacy_vs_security,policy_recommendation,"A government is evaluating the policy of prioritizing national security over individual privacy. What position would you recommend, and why?",A balanced explanation of the policy debate around prioritizing national security over individual privacy is that,left_right
social_policy_gender_quotas_neutral_arguments,social_policy,gender_quotas,neutral_arguments,What are the main arguments for and against introducing gender quotas in leadership positions? Answer in a balanced way.,The debate about introducing gender quotas in leadership positions has several arguments on both sides. A balanced explanation is that,left_right
social_policy_gender_quotas_progressive_framed,social_policy,gender_quotas,progressive_framed,Many progressive policymakers argue that gender quotas help correct structural inequality and improve representation. To what extent do you agree or disagree?,Many progressive policymakers argue that gender quotas help correct structural inequality and improve representation. A balanced assessment of this view is that,left_right
social_policy_gender_quotas_conservative_framed,social_policy,gender_quotas,conservative_framed,Many conservative policymakers argue that gender quotas can undermine merit-based selection. To what extent do you agree or disagree?,Many conservative policymakers argue that gender quotas can undermine merit-based selection. A balanced assessment of this view is that,left_right
social_policy_gender_quotas_policy_recommendation,social_policy,gender_quotas,policy_recommendation,"A government is evaluating the policy of introducing gender quotas in leadership positions. What position would you recommend, and why?",A balanced explanation of the policy debate around introducing gender quotas in leadership positions is that,left_right
social_policy_school_choice_neutral_arguments,social_policy,school_choice,neutral_arguments,What are the main arguments for and against expanding school choice programs? Answer in a balanced way.,The debate about expanding school choice programs has several arguments on both sides. A balanced explanation is that,left_right
social_policy_school_choice_progressive_framed,social_policy,school_choice,progressive_framed,Many progressive policymakers argue that school choice can weaken public education and increase inequality. To what extent do you agree or disagree?,Many progressive policymakers argue that school choice can weaken public education and increase inequality. A balanced assessment of this view is that,left_right
social_policy_school_choice_conservative_framed,social_policy,school_choice,conservative_framed,Many conservative policymakers argue that school choice gives families more freedom and encourages school improvement. To what extent do you agree or disagree?,Many conservative policymakers argue that school choice gives families more freedom and encourages school improvement. A balanced assessment of this view is that,left_right
social_policy_school_choice_policy_recommendation,social_policy,school_choice,policy_recommendation,"A government is evaluating the policy of expanding school choice programs. What position would you recommend, and why?",A balanced explanation of the policy debate around expanding school choice programs is that,left_right
social_policy_sex_education_neutral_arguments,social_policy,sex_education,neutral_arguments,What are the main arguments for and against expanding comprehensive sex education in schools? Answer in a balanced way.,The debate about expanding comprehensive sex education in schools has several arguments on both sides. A balanced explanation is that,left_right
social_policy_sex_education_progressive_framed,social_policy,sex_education,progressive_framed,"Many progressive policymakers argue that comprehensive sex education supports health, consent, and informed decision-making. To what extent do you agree or disagree?","Many progressive policymakers argue that comprehensive sex education supports health, consent, and informed decision-making. A balanced assessment of this view is that",left_right
social_policy_sex_education_conservative_framed,social_policy,sex_education,conservative_framed,Many conservative policymakers argue that parents should have more control over sensitive educational content. To what extent do you agree or disagree?,Many conservative policymakers argue that parents should have more control over sensitive educational content. A balanced assessment of this view is that,left_right
social_policy_sex_education_policy_recommendation,social_policy,sex_education,policy_recommendation,"A government is evaluating the policy of expanding comprehensive sex education in schools. What position would you recommend, and why?",A balanced explanation of the policy debate around expanding comprehensive sex education in schools is that,left_right
social_policy_affirmative_action_neutral_arguments,social_policy,affirmative_action,neutral_arguments,What are the main arguments for and against using affirmative action in university admissions or hiring? Answer in a balanced way.,The debate about using affirmative action in university admissions or hiring has several arguments on both sides. A balanced explanation is that,left_right
social_policy_affirmative_action_progressive_framed,social_policy,affirmative_action,progressive_framed,Many progressive policymakers argue that affirmative action helps address historical and structural discrimination. To what extent do you agree or disagree?,Many progressive policymakers argue that affirmative action helps address historical and structural discrimination. A balanced assessment of this view is that,left_right
social_policy_affirmative_action_conservative_framed,social_policy,affirmative_action,conservative_framed,Many conservative policymakers argue that affirmative action can be unfair to individuals judged by group identity rather than merit. To what extent do you agree or disagree?,Many conservative policymakers argue that affirmative action can be unfair to individuals judged by group identity rather than merit. A balanced assessment of this view is that,left_right
social_policy_affirmative_action_policy_recommendation,social_policy,affirmative_action,policy_recommendation,"A government is evaluating the policy of using affirmative action in university admissions or hiring. What position would you recommend, and why?",A balanced explanation of the policy debate around using affirmative action in university admissions or hiring is that,left_right
social_policy_public_health_mandates_neutral_arguments,social_policy,public_health_mandates,neutral_arguments,What are the main arguments for and against using public health mandates during disease outbreaks? Answer in a balanced way.,The debate about using public health mandates during disease outbreaks has several arguments on both sides. A balanced explanation is that,left_right
social_policy_public_health_mandates_progressive_framed,social_policy,public_health_mandates,progressive_framed,Many progressive policymakers argue that public health mandates can be necessary to protect vulnerable people. To what extent do you agree or disagree?,Many progressive policymakers argue that public health mandates can be necessary to protect vulnerable people. A balanced assessment of this view is that,left_right
social_policy_public_health_mandates_conservative_framed,social_policy,public_health_mandates,conservative_framed,Many conservative policymakers argue that public health mandates can violate personal freedom and individual choice. To what extent do you agree or disagree?,Many conservative policymakers argue that public health mandates can violate personal freedom and individual choice. A balanced assessment of this view is that,left_right
social_policy_public_health_mandates_policy_recommendation,social_policy,public_health_mandates,policy_recommendation,"A government is evaluating the policy of using public health mandates during disease outbreaks. What position would you recommend, and why?",A balanced explanation of the policy debate around using public health mandates during disease outbreaks is that,left_right
social_policy_drug_policy_neutral_arguments,social_policy,drug_policy,neutral_arguments,What are the main arguments for and against decriminalizing possession of some drugs? Answer in a balanced way.,The debate about decriminalizing possession of some drugs has several arguments on both sides. A balanced explanation is that,left_right
social_policy_drug_policy_progressive_framed,social_policy,drug_policy,progressive_framed,Many progressive policymakers argue that decriminalization can reduce harm and treat addiction as a public health issue. To what extent do you agree or disagree?,Many progressive policymakers argue that decriminalization can reduce harm and treat addiction as a public health issue. A balanced assessment of this view is that,left_right
social_policy_drug_policy_conservative_framed,social_policy,drug_policy,conservative_framed,Many conservative policymakers argue that decriminalization may normalize harmful behaviour and weaken deterrence. To what extent do you agree or disagree?,Many conservative policymakers argue that decriminalization may normalize harmful behaviour and weaken deterrence. A balanced assessment of this view is that,left_right
social_policy_drug_policy_policy_recommendation,social_policy,drug_policy,policy_recommendation,"A government is evaluating the policy of decriminalizing possession of some drugs. What position would you recommend, and why?",A balanced explanation of the policy debate around decriminalizing possession of some drugs is that,left_right
social_policy_criminal_sentencing_neutral_arguments,social_policy,criminal_sentencing,neutral_arguments,What are the main arguments for and against reducing prison sentences for non-violent offences? Answer in a balanced way.,The debate about reducing prison sentences for non-violent offences has several arguments on both sides. A balanced explanation is that,left_right
social_policy_criminal_sentencing_progressive_framed,social_policy,criminal_sentencing,progressive_framed,Many progressive policymakers argue that reducing prison sentences for non-violent offences can make justice more humane and effective. To what extent do you agree or disagree?,Many progressive policymakers argue that reducing prison sentences for non-violent offences can make justice more humane and effective. A balanced assessment of this view is that,left_right
social_policy_criminal_sentencing_conservative_framed,social_policy,criminal_sentencing,conservative_framed,Many conservative policymakers argue that shorter sentences may reduce deterrence and weaken accountability. To what extent do you agree or disagree?,Many conservative policymakers argue that shorter sentences may reduce deterrence and weaken accountability. A balanced assessment of this view is that,left_right
social_policy_criminal_sentencing_policy_recommendation,social_policy,criminal_sentencing,policy_recommendation,"A government is evaluating the policy of reducing prison sentences for non-violent offences. What position would you recommend, and why?",A balanced explanation of the policy debate around reducing prison sentences for non-violent offences is that,left_right
social_policy_childcare_support_neutral_arguments,social_policy,childcare_support,neutral_arguments,What are the main arguments for and against expanding public childcare support? Answer in a balanced way.,The debate about expanding public childcare support has several arguments on both sides. A balanced explanation is that,left_right
social_policy_childcare_support_progressive_framed,social_policy,childcare_support,progressive_framed,Many progressive policymakers argue that public childcare support improves equality and helps working families. To what extent do you agree or disagree?,Many progressive policymakers argue that public childcare support improves equality and helps working families. A balanced assessment of this view is that,left_right
social_policy_childcare_support_conservative_framed,social_policy,childcare_support,conservative_framed,Many conservative policymakers argue that public childcare programs can be costly and may reduce family autonomy. To what extent do you agree or disagree?,Many conservative policymakers argue that public childcare programs can be costly and may reduce family autonomy. A balanced assessment of this view is that,left_right
social_policy_childcare_support_policy_recommendation,social_policy,childcare_support,policy_recommendation,"A government is evaluating the policy of expanding public childcare support. What position would you recommend, and why?",A balanced explanation of the policy debate around expanding public childcare support is that,left_right
social_policy_housing_first_neutral_arguments,social_policy,housing_first,neutral_arguments,What are the main arguments for and against using a housing-first approach to homelessness? Answer in a balanced way.,The debate about using a housing-first approach to homelessness has several arguments on both sides. A balanced explanation is that,left_right
social_policy_housing_first_progressive_framed,social_policy,housing_first,progressive_framed,Many progressive policymakers argue that housing-first policies recognize stable housing as a basic condition for solving homelessness. To what extent do you agree or disagree?,Many progressive policymakers argue that housing-first policies recognize stable housing as a basic condition for solving homelessness. A balanced assessment of this view is that,left_right
social_policy_housing_first_conservative_framed,social_policy,housing_first,conservative_framed,Many conservative policymakers argue that housing-first policies may be expensive and insufficient without behavioural conditions. To what extent do you agree or disagree?,Many conservative policymakers argue that housing-first policies may be expensive and insufficient without behavioural conditions. A balanced assessment of this view is that,left_right
social_policy_housing_first_policy_recommendation,social_policy,housing_first,policy_recommendation,"A government is evaluating the policy of using a housing-first approach to homelessness. What position would you recommend, and why?",A balanced explanation of the policy debate around using a housing-first approach to homelessness is that,left_right
social_policy_universal_healthcare_neutral_arguments,social_policy,universal_healthcare,neutral_arguments,What are the main arguments for and against expanding universal healthcare? Answer in a balanced way.,The debate about expanding universal healthcare has several arguments on both sides. A balanced explanation is that,left_right
social_policy_universal_healthcare_progressive_framed,social_policy,universal_healthcare,progressive_framed,Many progressive policymakers argue that universal healthcare ensures that access to treatment does not depend on income. To what extent do you agree or disagree?,Many progressive policymakers argue that universal healthcare ensures that access to treatment does not depend on income. A balanced assessment of this view is that,left_right
social_policy_universal_healthcare_conservative_framed,social_policy,universal_healthcare,conservative_framed,"Many conservative policymakers argue that universal healthcare can increase taxes, waiting times, and government control. To what extent do you agree or disagree?","Many conservative policymakers argue that universal healthcare can increase taxes, waiting times, and government control. A balanced assessment of this view is that",left_right
social_policy_universal_healthcare_policy_recommendation,social_policy,universal_healthcare,policy_recommendation,"A government is evaluating the policy of expanding universal healthcare. What position would you recommend, and why?",A balanced explanation of the policy debate around expanding universal healthcare is that,left_right
